date,competition,home_team,score,away_team,venue
2024-11-19,2025 AFCON qualification,DR Congo,1-2,Ethiopia,"Kinshasa, DR Congo"
2025-03-21,2026 FIFA WC Qualifier,DR Congo,1-0,South Sudan,"Kinshasa, DR Congo"
2025-03-25,2026 FIFA WC Qualifier,Mauritania,0-2,DR Congo,"Nouadhibou, Mauritania"
2025-06-05,Friendly,DR Congo,1-0,Mali,"Orléans, France"
2025-06-08,Friendly,DR Congo,3-1,Madagascar,"Orléans, France"
2020-09-05,2020 UEFA NL,Portugal,4-1,Croatia,"Porto, Portugal"
2020-11-11,Friendly,Portugal,7-0,Andorra,"Lisbon, Portugal"
2020-11-17,2020 UEFA NL,Croatia,2-3,Portugal,"Split, Croatia"
2021-03-24,2022 FWC Q.,Portugal,1-0,Azerbaijan,"Turin, Italy"
2021-03-27,2022 FWC Q.,Serbia,2-2,Portugal,"Belgrade, Serbia"
2021-03-30,2022 FWC Q.,Luxembourg,1-3,Portugal,"Luxembourg City, Luxembourg"
2021-06-09,Friendly,Portugal,4-0,Israel,"Lisbon, Portugal"
2021-06-15,Euro 2020 GS,Hungary,0-3,Portugal,"Budapest, Hungary"
2021-09-01,2022 FWC Q.,Portugal,2-1,Republic of Ireland,"Faro / Loulé, Portugal"
2021-09-07,2022 FWC Q.,Azerbaijan,0-3,Portugal,"Baku, Azerbaijan"
2021-10-12,2022 FWC Q.,Portugal,5-0,Luxembourg,"Faro / Loulé, Portugal"
2021-11-11,2022 FWC Q.,Republic of Ireland,0-0,Portugal,"Dublin, Ireland"
2021-11-14,2022 FWC Q.,Portugal,1-2,Serbia,"Lisbon, Portugal"
2022-03-29,2022 FWC Q.,Portugal,2-0,North Macedonia,"Porto, Portugal"
2022-11-17,Friendly,Portugal,4-0,Nigeria,"Lisbon, Portugal"
2022-11-24,2022 FWC GS,Portugal,3-2,Ghana,"Doha, Qatar"
2023-03-23,Euro 2024 Q.,Portugal,4-0,Liechtenstein,"Lisbon, Portugal"
2023-03-26,Euro 2024 Q.,Luxembourg,0-6,Portugal,"Luxembourg City, Luxembourg"
2023-06-20,Euro 2024 Q.,Iceland,0-1,Portugal,"Reykjavík, Iceland"
2023-09-08,Euro 2024 Q.,Slovakia,0-1,Portugal,"Bratislava, Slovakia"
2023-09-11,Euro 2024 Q.,Portugal,9-0,Luxembourg,"Faro / Loulé, Portugal"
2023-10-13,Euro 2024 Q.,Portugal,3-2,Slovakia,"Porto, Portugal"
2023-11-16,Euro 2024 Q.,Liechtenstein,0-2,Portugal,"Vaduz, Liechtenstein"
2023-11-19,Euro 2024 Q.,Portugal,2-0,Iceland,"Lisbon, Portugal"
2024-03-26,Friendly,Slovenia,2-0,Portugal,"Ljubljana, Slovenia"
2024-06-04,Friendly,Portugal,4-2,Finland,"Lisbon, Portugal"
2024-06-08,Friendly,Portugal,1-2,Croatia,"Oeiras, Portugal"
2024-06-11,Friendly,Portugal,3-0,Republic of Ireland,"Aveiro, Portugal"
2024-06-26,Euro 2024 GS,Georgia,2-0,Portugal,"Gelsenkirchen, Germany"
2024-07-01,Euro 2024 R16,Portugal,0-0,Slovenia,"Frankfurt, Germany"
2024-09-05,2024 UEFA NL,Portugal,2-1,Croatia,"Lisbon, Portugal"
2024-10-12,2024 UEFA NL,Poland,1-3,Portugal,"Warsaw, Poland"
2024-11-15,2024 UEFA NL,Portugal,5-1,Poland,"Porto, Portugal"
2024-11-18,2024 UEFA NL,Croatia,1-1,Portugal,"Split, Croatia"
2025-03-20,2025 UEFA NL QF,Denmark,1-0,Portugal,"Copenhagen, Denmark"
2025-03-23,2025 UEFA NL QF,Portugal,5-2,Denmark,"Lisbon, Portugal"
2025-09-06,2026 FWC Q.,Armenia,0-5,Portugal,"Yerevan, Armenia"
2025-09-09,2026 FWC Q.,Hungary,2-3,Portugal,"Budapest, Hungary"
2025-10-11,2026 FWC Q.,Portugal,1-0,Republic of Ireland,"Lisbon, Portugal"
2025-10-14,2026 FWC Q.,Portugal,2-2,Hungary,"Lisbon, Portugal"
2025-11-13,2026 FWC Q.,Republic of Ireland,2-0,Portugal,"Dublin, Ireland"
2025-11-16,2026 FWC Q.,Portugal,9-1,Armenia,"Porto, Portugal"
2020-02-23,Friendly,Uzbekistan,0-1,Belarus,"Al Hamriyah, United Arab Emirates"
2020-09-03,Friendly,Uzbekistan,2-1,Tajikistan,"Tashkent, Uzbekistan"
2020-10-12,Friendly,United Arab Emirates,1-2,Uzbekistan,"Dubai, United Arab Emirates"
2020-11-12,Friendly,Syria,1-0,Uzbekistan,"Sharjah, United Arab Emirates"
2020-11-17,Friendly,Uzbekistan,1-2,Iraq,"Dubai, United Arab Emirates"
2021-06-07,2022 WCQ - AFC 2nd round,Uzbekistan,5-0,Singapore,"Riyadh, Saudi Arabia"
2021-06-11,2022 WCQ - AFC 2nd round,Yemen,0-1,Uzbekistan,"Riyadh, Saudi Arabia"
2021-10-09,Friendly,Uzbekistan,5-1,Malaysia,"Amman, Jordan"
2021-11-15,Friendly,Georgia,1-0,Uzbekistan,"Gori, Georgia"
2022-01-27,Friendly,Uzbekistan,3-0,South Sudan,"Dubai, United Arab Emirates"
2022-03-25,Navruz Cup,Uzbekistan,3-1,Kyrgyzstan,"Namangan, Uzbekistan"
2022-03-29,Navruz Cup,Uzbekistan,4-2,Uganda,"Namangan, Uzbekistan"
2022-06-08,2023 ACQ - 3rd round,Uzbekistan,3-0,Sri Lanka,"Namangan, Uzbekistan"
2022-06-11,2023 ACQ - 3rd round,Maldives,0-4,Uzbekistan,"Namangan, Uzbekistan"
2022-06-14,2023 ACQ - 3rd round,Uzbekistan,2-0,Thailand,"Namangan, Uzbekistan"
2022-09-23,Friendly,Cameroon,0-2,Uzbekistan,"Goyang, South Korea"
2022-09-27,Friendly,Uzbekistan,1-2,Costa Rica,"Suwon, South Korea"
2022-11-16,Friendly,Uzbekistan,2-0,Kazakhstan,"Tashkent, Uzbekistan"
2022-11-20,Friendly,Uzbekistan,0-0,Russia,"Tashkent, Uzbekistan"
2023-03-24,Friendly,Uzbekistan,1-0,Bolivia,"Jeddah, Saudi Arabia"
2023-03-28,Friendly,Uzbekistan,1-1,Venezuela,"Jeddah, Saudi Arabia"
2023-06-11,2023 CAFA Nations Cup,Uzbekistan,3-0,Oman,"Tashkent, Uzbekistan"
2023-06-14,2023 CAFA Nations Cup,Turkmenistan,0-2,Uzbekistan,"Tashkent, Uzbekistan"
2023-06-17,2023 CAFA Nations Cup,Uzbekistan,5-1,Tajikistan,"Tashkent, Uzbekistan"
2023-10-13,Friendly,Vietnam,0-2,Uzbekistan,"Dalian, China"
2023-10-16,Friendly,China,1-2,Uzbekistan,"Dalian, China"
2023-11-16,2026 WCQ / 2027 ACQ,Turkmenistan,1-3,Uzbekistan,"Ashgabat, Turkmenistan"
2023-12-25,Friendly,Kyrgyzstan,1-4,Uzbekistan,"Dubai, United Arab Emirates"
2024-01-07,Friendly,Palestine,0-1,Uzbekistan,"Doha, Qatar"
2024-01-13,2023 AFC Asian Cup GS,Uzbekistan,0-0,Syria,"Al Rayyan, Qatar"
2024-01-18,2023 AFC Asian Cup GS,India,0-3,Uzbekistan,"Al Rayyan, Qatar"
2024-01-30,2023 AFC Asian Cup R16,Uzbekistan,2-1,Thailand,"Al Wakrah, Qatar"
2024-03-21,2026 WCQ / 2027 ACQ,Hong Kong,0-2,Uzbekistan,"Mong Kok, Hong Kong"
2024-03-26,2026 WCQ / 2027 ACQ,Uzbekistan,3-0,Hong Kong,"Tashkent, Uzbekistan"
2024-06-06,2026 WCQ / 2027 ACQ,Uzbekistan,3-1,Turkmenistan,"Tashkent, Uzbekistan"
2024-09-05,2026 WCQ - 3rd round,Uzbekistan,1-0,North Korea,"Tashkent, Uzbekistan"
2024-09-10,2026 WCQ - 3rd round,Kyrgyzstan,2-3,Uzbekistan,"Bishkek, Kyrgyzstan"
2024-10-15,2026 WCQ - 3rd round,Uzbekistan,1-0,United Arab Emirates,"Tashkent, Uzbekistan"
2024-11-19,2026 WCQ - 3rd round,North Korea,0-1,Uzbekistan,"Vientiane, Laos"
2025-03-20,2026 WCQ - 3rd round,Uzbekistan,1-0,Kyrgyzstan,"Tashkent, Uzbekistan"
2025-06-05,2026 WCQ - 3rd round,United Arab Emirates,0-0,Uzbekistan,"Abu Dhabi, United Arab Emirates"
2025-08-30,2025 CAFA Nations Cup GS,Uzbekistan,1-1,Oman,"Tashkent, Uzbekistan"
2025-09-02,2025 CAFA Nations Cup GS,Turkmenistan,1-2,Uzbekistan,"Tashkent, Uzbekistan"
2025-09-05,2025 CAFA Nations Cup GS,Uzbekistan,4-0,Kyrgyzstan,"Tashkent, Uzbekistan"
2025-10-09,Friendly,Uzbekistan,2-0,Kuwait,"Tashkent, Uzbekistan"
2026-03-27,2026 FIFA Series,Uzbekistan,3-1,Gabon,"Tashkent, Uzbekistan"
2026-03-30,2026 FIFA Series,Uzbekistan,0-0,Venezuela,"Tashkent, Uzbekistan"
2021-03-24,2022 World Cup qualification,Slovenia,1-0,Croatia,"Ljubljana, Slovenia"
2021-03-27,2022 World Cup qualification,Croatia,1-0,Cyprus,"Rijeka, Croatia"
2021-03-30,2022 World Cup qualification,Croatia,3-0,Malta,"Rijeka, Croatia"
2021-06-01,Friendly,Croatia,1-1,Armenia,"Velika Gorica, Croatia"
2021-06-13,UEFA Euro 2020 Group D,England,1-0,Croatia,"London, England"
2021-06-22,UEFA Euro 2020 Group D,Croatia,3-1,Scotland,"Glasgow, Scotland"
2021-09-01,2022 World Cup qualification,Russia,0-0,Croatia,"Moscow, Russia"
2021-09-04,2022 World Cup qualification,Slovakia,0-1,Croatia,"Bratislava, Slovakia"
2021-09-07,2022 World Cup qualification,Croatia,3-0,Slovenia,"Split, Croatia"
2021-10-08,2022 World Cup qualification,Cyprus,0-3,Croatia,"Larnaca, Cyprus"
2021-10-11,2022 World Cup qualification,Croatia,2-2,Slovakia,"Osijek, Croatia"
2021-11-11,2022 World Cup qualification,Malta,1-7,Croatia,"Ta' Qali, Malta"
2021-11-14,2022 World Cup qualification,Croatia,1-0,Russia,"Split, Croatia"
2022-03-26,Friendly,Croatia,1-1,Slovenia,"Al Rayyan, Qatar"
2022-03-29,Friendly,Croatia,2-1,Bulgaria,"Al Rayyan, Qatar"
2022-06-10,2022–23 Nations League,Denmark,0-1,Croatia,"Copenhagen, Denmark"
2022-09-22,2022–23 Nations League,Croatia,2-1,Denmark,"Zagreb, Croatia"
2022-12-09,2022 World Cup QF,Croatia,1-1,Brazil,"Al Rayyan, Qatar"
2023-03-25,UEFA Euro 2024 qualifying,Croatia,1-1,Wales,"Split, Croatia"
2023-09-08,UEFA Euro 2024 qualifying,Croatia,5-0,Latvia,"Rijeka, Croatia"
2023-09-11,UEFA Euro 2024 qualifying,Armenia,0-1,Croatia,"Yerevan, Armenia"
2023-10-15,UEFA Euro 2024 qualifying,Wales,2-1,Croatia,"Cardiff, Wales"
2023-11-18,UEFA Euro 2024 qualifying,Latvia,0-2,Croatia,"Riga, Latvia"
2023-11-21,UEFA Euro 2024 qualifying,Croatia,1-0,Armenia,"Zagreb, Croatia"
2024-06-03,Friendly,Croatia,3-0,North Macedonia,"Rijeka, Croatia"
2024-06-19,UEFA Euro 2024 Group B,Croatia,2-2,Albania,"Hamburg, Germany"
2024-06-24,UEFA Euro 2024 Group B,Croatia,1-1,Italy,"Leipzig, Germany"
2024-09-08,2024–25 Nations League,Croatia,1-0,Poland,"Osijek, Croatia"
2024-10-15,2024–25 Nations League,Poland,3-3,Croatia,"Chorzów, Poland"
2025-06-06,2026 World Cup qualification,Gibraltar,0-7,Croatia,"Faro / Loulé, Portugal"
2025-09-05,2026 World Cup qualification,Faroe Islands,0-1,Croatia,"Tórshavn, Faroe Islands"
2025-09-08,2026 World Cup qualification,Croatia,4-0,Montenegro,"Zagreb, Croatia"
2025-10-12,2026 World Cup qualification,Croatia,3-0,Gibraltar,"Varaždin, Croatia"
2025-11-14,2026 World Cup qualification,Croatia,3-1,Faroe Islands,"Rijeka, Croatia"
2025-11-17,2026 World Cup qualification,Montenegro,2-3,Croatia,"Podgorica, Montenegro"
2020-09-05,2020–21 UEFA Nations League A Group 2,Iceland,0-1,England,"Reykjavík, Iceland"
2020-09-08,2020–21 UEFA Nations League A Group 2,Denmark,0-0,England,"Copenhagen, Denmark"
2020-10-08,International Friendly,England,3-0,Wales,"London, England"
2020-10-14,2020–21 UEFA Nations League A Group 2,England,0-1,Denmark,"London, England"
2020-11-12,International Friendly,England,3-0,Republic of Ireland,"London, England"
2020-11-18,2020–21 UEFA Nations League A Group 2,England,4-0,Iceland,"London, England"
2021-03-25,2022 FIFA World Cup qualification Group I,England,5-0,San Marino,"London, England"
2021-03-28,2022 FIFA World Cup qualification Group I,Albania,0-2,England,"Tirana, Albania"
2021-03-31,2022 FIFA World Cup qualification Group I,England,2-1,Poland,"London, England"
2021-06-06,International Friendly,England,1-0,Romania,"Middlesbrough, England"
2021-07-03,UEFA Euro 2020 Quarter-final,Ukraine,0-4,England,"Rome, Italy"
2021-07-07,UEFA Euro 2020 Semi-final,England,2-1,Denmark,"London, England"
2021-07-11,UEFA Euro 2020 Final,Italy,1-1,England,"London, England"
2021-09-02,2022 FIFA World Cup qualification Group I,Hungary,0-4,England,"Budapest, Hungary"
2021-09-05,2022 FIFA World Cup qualification Group I,England,4-0,Andorra,"London, England"
2021-09-08,2022 FIFA World Cup qualification Group I,Poland,1-1,England,"Warsaw, Poland"
2021-10-09,2022 FIFA World Cup qualification Group I,Andorra,0-5,England,"Andorra la Vella, Andorra"
2021-10-12,2022 FIFA World Cup qualification Group I,England,1-1,Hungary,"London, England"
2021-11-12,2022 FIFA World Cup qualification Group I,England,5-0,Albania,"London, England"
2021-11-15,2022 FIFA World Cup qualification Group I,San Marino,0-10,England,"Serravalle, San Marino"
2022-06-04,2022–23 UEFA Nations League A Group 3,Hungary,1-0,England,"Budapest, Hungary"
2022-06-11,2022–23 UEFA Nations League A Group 3,England,0-0,Italy,"Wolverhampton, England"
2022-06-14,2022–23 UEFA Nations League A Group 3,England,0-4,Hungary,"Wolverhampton, England"
2022-09-23,2022–23 UEFA Nations League A Group 3,Italy,1-0,England,"Milan, Italy"
2022-11-29,2022 FIFA World Cup Group B,Wales,0-3,England,"Al Rayyan, Qatar"
2023-03-23,UEFA Euro 2024 qualifying Group C,Italy,1-2,England,"Naples, Italy"
2023-03-26,UEFA Euro 2024 qualifying Group C,England,2-0,Ukraine,"London, England"
2023-06-16,UEFA Euro 2024 qualifying Group C,Malta,0-4,England,"Ta' Qali, Malta"
2023-06-19,UEFA Euro 2024 qualifying Group C,England,7-0,North Macedonia,"Manchester, England"
2023-09-09,UEFA Euro 2024 qualifying Group C,Ukraine,1-1,England,"Wrocław, Poland"
2023-10-17,UEFA Euro 2024 qualifying Group C,England,3-1,Italy,"London, England"
2023-11-17,UEFA Euro 2024 qualifying Group C,England,2-0,Malta,"London, England"
2023-11-20,UEFA Euro 2024 qualifying Group C,North Macedonia,1-1,England,"Skopje, North Macedonia"
2024-06-07,International Friendly,England,0-1,Iceland,"London, England"
2024-06-16,UEFA Euro 2024 Group C,Serbia,0-1,England,"Gelsenkirchen, Germany"
2024-06-20,UEFA Euro 2024 Group C,Denmark,1-1,England,"Frankfurt, Germany"
2024-06-25,UEFA Euro 2024 Group C,England,0-0,Slovenia,"Cologne, Germany"
2024-06-30,UEFA Euro 2024 Round of 16,England,2-1,Slovakia,"Gelsenkirchen, Germany"
2024-09-07,2024–25 UEFA Nations League B Group 2,Republic of Ireland,0-2,England,"Dublin, Republic of Ireland"
2024-09-10,2024–25 UEFA Nations League B Group 2,England,2-0,Finland,"London, England"
2024-10-10,2024–25 UEFA Nations League B Group 2,England,1-2,Greece,"London, England"
2024-10-13,2024–25 UEFA Nations League B Group 2,Finland,1-3,England,"Helsinki, Finland"
2024-11-14,2024–25 UEFA Nations League B Group 2,Greece,0-3,England,"Athens, Greece"
2024-11-17,2024–25 UEFA Nations League B Group 2,England,5-0,Republic of Ireland,"London, England"
2025-03-21,2026 FIFA World Cup qualification Group K,England,2-0,Albania,"London, England"
2025-03-24,2026 FIFA World Cup qualification Group K,England,3-0,Latvia,"London, England"
2025-06-07,2026 FIFA World Cup qualification Group K,Andorra,0-1,England,"Barcelona, Spain"
2025-09-06,2026 FIFA World Cup qualification Group K,England,2-0,Andorra,"Birmingham, England"
2025-09-09,2026 FIFA World Cup qualification Group K,Serbia,0-5,England,"Belgrade, Serbia"
2025-10-09,International Friendly,England,3-0,Wales,"London, England"
2025-10-14,2026 FIFA World Cup qualification Group K,Latvia,0-5,England,"Riga, Latvia"
2025-11-13,2026 FIFA World Cup qualification Group K,England,2-0,Serbia,"London, England"
2025-11-16,2026 FIFA World Cup qualification Group K,Albania,0-2,England,"Tirana, Albania"
2020-10-09,Friendly,Mali,3-0,Ghana,"Side, Turkey"
2020-11-12,2021 AFCON qualification,Ghana,2-0,Sudan,"Cape Coast, Ghana"
2020-11-17,2021 AFCON qualification,Sudan,1-0,Ghana,"Omdurman, Sudan"
2021-03-28,2021 AFCON qualification,Ghana,3-1,São Tomé and Príncipe,"Cape Coast, Ghana"
2021-09-03,2022 World Cup qualification,Ghana,1-0,Ethiopia,"Cape Coast, Ghana"
2021-10-09,2022 World Cup qualification,Ghana,3-1,Zimbabwe,"Cape Coast, Ghana"
2021-10-12,2022 World Cup qualification,Zimbabwe,0-1,Ghana,"Harare, Zimbabwe"
2021-11-11,2022 World Cup qualification,Ethiopia,1-1,Ghana,"Johannesburg, South Africa"
2022-01-14,2021 AFCON GS,Gabon,1-1,Ghana,"Yaoundé, Cameroon"
2022-01-18,2021 AFCON GS,Ghana,2-3,Comoros,"Garoua, Cameroon"
2022-03-25,2022 World Cup qualification,Ghana,0-0,Nigeria,"Kumasi, Ghana"
2022-03-29,2022 World Cup qualification,Nigeria,1-1,Ghana,"Abuja, Nigeria"
2022-06-01,2023 AFCON qualification,Ghana,3-0,Madagascar,"Cape Coast, Ghana"
2022-06-05,2023 AFCON qualification,Central African Republic,1-1,Ghana,"Luanda, Angola"
2022-06-14,2022 Kirin Cup Soccer,Ghana,0-0,Chile,"Osaka, Japan"
2022-09-27,Friendly,Nicaragua,0-1,Ghana,"Lorca, Spain"
2023-03-23,2023 AFCON qualification,Ghana,1-0,Angola,"Kumasi, Ghana"
2023-03-27,2023 AFCON qualification,Angola,1-1,Ghana,"Luanda, Angola"
2023-06-18,2023 AFCON qualification,Madagascar,0-0,Ghana,"Antananarivo, Madagascar"
2023-09-07,2023 AFCON qualification,Ghana,2-1,Central African Republic,"Kumasi, Ghana"
2023-09-12,Friendly,Ghana,3-1,Liberia,"Accra, Ghana"
2023-11-17,2026 World Cup qualification,Ghana,1-0,Madagascar,"Kumasi, Ghana"
2023-11-21,2026 World Cup qualification,Comoros,1-0,Ghana,"Moroni, Comoros"
2024-01-08,Friendly,Ghana,0-0,Namibia,"Kumasi, Ghana"
2024-01-22,2023 Africa Cup of Nations GS,Mozambique,2-2,Ghana,"Abidjan, Ivory Coast"
2024-03-22,Friendly,Nigeria,2-1,Ghana,"Marrakech, Morocco"
2024-03-26,Friendly,Uganda,2-2,Ghana,"Marrakech, Morocco"
2024-06-06,2026 World Cup qualification,Mali,1-2,Ghana,"Bamako, Mali"
2024-06-10,2026 World Cup qualification,Ghana,4-3,Central African Republic,"Kumasi, Ghana"
2024-09-05,2025 AFCON qualification,Ghana,0-1,Angola,"Kumasi, Ghana"
2024-09-09,2025 AFCON qualification,Niger,1-1,Ghana,"Berkane, Morocco"
2024-10-10,2025 AFCON qualification,Ghana,0-0,Sudan,"Accra, Ghana"
2024-10-15,2025 AFCON qualification,Sudan,2-0,Ghana,"Benghazi, Libya"
2024-11-15,2025 AFCON qualification,Angola,1-1,Ghana,"Talatona, Angola"
2024-11-18,2025 AFCON qualification,Ghana,1-2,Niger,"Accra, Ghana"
2024-12-22,2024 CHAN qualification,Ghana,0-0,Nigeria,"Accra, Ghana"
2024-12-28,2024 CHAN qualification,Nigeria,3-1,Ghana,"Uyo, Nigeria"
2025-03-21,2026 World Cup qualification,Ghana,5-0,Chad,"Accra, Ghana"
2025-03-24,2026 World Cup qualification,Madagascar,0-3,Ghana,"Al Hoceima, Morocco"
2025-05-28,2025 Unity Cup,Nigeria,2-1,Ghana,"London, England"
2025-05-31,2025 Unity Cup,Trinidad and Tobago,0-4,Ghana,"London, England"
2025-09-04,2026 World Cup qualification,Chad,1-1,Ghana,"N'Djamena, Chad"
2025-09-08,2026 World Cup qualification,Ghana,1-0,Mali,"Accra, Ghana"
2025-10-08,2026 World Cup qualification,Central African Republic,0-5,Ghana,"El Jadida, Morocco"
2025-10-12,2026 World Cup qualification,Ghana,1-0,Comoros,"Accra, Ghana"
2020-02-25,Friendly,Nicaragua,0-0,Panama,"Managua, Nicaragua"
2020-03-04,Friendly,Guatemala,0-2,Panama,"Guatemala City, Guatemala"
2020-10-10,Friendly,Costa Rica,0-1,Panama,"San José, Costa Rica"
2020-10-13,Friendly,Costa Rica,0-1,Panama,"San José, Costa Rica"
2021-01-28,Friendly,Panama,0-0,Serbia,"Panama City, Panama"
2021-03-25,2022 World Cup qualification,Panama,1-0,Barbados,"Santo Domingo, Dominican Republic"
2021-03-28,2022 World Cup qualification,Dominica,1-2,Panama,"Santo Domingo, Dominican Republic"
2021-06-05,2022 World Cup qualification,Anguilla,0-13,Panama,"Panama City, Panama"
2021-06-08,2022 World Cup qualification,Panama,3-0,Dominican Republic,"Panama City, Panama"
2021-07-17,2021 Gold Cup GS,Panama,2-3,Honduras,"Houston, United States"
2021-07-20,2021 Gold Cup GS,Panama,3-1,Grenada,"Orlando, United States"
2021-09-02,2022 World Cup qualification,Panama,0-0,Costa Rica,"Panama City, Panama"
2021-09-05,2022 World Cup qualification,Jamaica,0-3,Panama,"Kingston, Jamaica"
2021-10-07,2022 World Cup qualification,El Salvador,1-0,Panama,"San Salvador, El Salvador"
2021-11-12,2022 World Cup qualification,Honduras,2-3,Panama,"San Pedro Sula, Honduras"
2021-11-16,2022 World Cup qualification,Panama,2-1,El Salvador,"Panama City, Panama"
2022-01-16,Friendly,Peru,1-1,Panama,"Lima, Peru"
2022-01-27,2022 World Cup qualification,Costa Rica,1-0,Panama,"San José, Costa Rica"
2022-01-30,2022 World Cup qualification,Panama,3-2,Jamaica,"Panama City, Panama"
2022-03-24,2022 World Cup qualification,Panama,1-1,Honduras,"Panama City, Panama"
2022-05-01,Friendly,El Salvador,3-2,Panama,"Cary, United States"
2022-06-02,2022–23 Nations League,Panama,2-0,Costa Rica,"Panama City, Panama"
2022-06-09,2022–23 Nations League,Panama,5-0,Martinique,"Panama City, Panama"
2022-06-12,2022–23 Nations League,Martinique,0-0,Panama,"Fort-de-France, Martinique"
2022-09-27,Friendly,Bahrain,0-2,Panama,"Riffa, Bahrain"
2022-11-10,Friendly,Panama,1-1,Saudi Arabia,"Abu Dhabi, United Arab Emirates"
2022-11-15,Friendly,Venezuela,2-2,Panama,"Al Hamriyah, United Arab Emirates"
2022-11-18,Friendly,Cameroon,1-1,Panama,"Abu Dhabi, United Arab Emirates"
2023-03-12,Friendly,Guatemala,1-1,Panama,"San Jose, United States"
2023-03-28,2022–23 Nations League,Costa Rica,0-1,Panama,"San José, Costa Rica"
2023-06-10,Friendly,Panama,3-2,Nicaragua,"Penonomé, Panama"
2023-06-18,2022–23 Nations League 3rd,Mexico,1-0,Panama,"Paradise, United States"
2023-06-26,2023 Gold Cup GS,Costa Rica,1-2,Panama,"Fort Lauderdale, United States"
2023-06-30,2023 Gold Cup GS,Martinique,1-2,Panama,"Harrison, United States"
2023-07-04,2023 Gold Cup GS,Panama,2-2,El Salvador,"Houston, United States"
2023-07-08,2023 Gold Cup QF,Panama,4-0,Qatar,"Arlington, United States"
2023-08-27,Friendly,Bolivia,1-2,Panama,"Cochabamba, Bolivia"
2023-09-07,2023–24 Nations League,Panama,3-0,Martinique,"Panama City, Panama"
2023-09-10,2023–24 Nations League,Guatemala,1-1,Panama,"Guatemala City, Guatemala"
2023-10-13,2023–24 Nations League,Curaçao,1-2,Panama,"Willemstad, Curaçao"
2023-10-17,2023–24 Nations League,Panama,3-0,Guatemala,"Panama City, Panama"
2023-11-16,2023–24 Nations League QF,Costa Rica,0-3,Panama,"San José, Costa Rica"
2023-11-20,2023–24 Nations League QF,Panama,3-1,Costa Rica,"Panama City, Panama"
2024-03-24,2023–24 Nations League 3rd,Panama,0-1,Jamaica,"Arlington, United States"
2024-06-06,2026 World Cup qualification,Panama,2-0,Guyana,"Panama City, Panama"
2024-06-09,2026 World Cup qualification,Montserrat,1-3,Panama,"Managua, Nicaragua"
2024-06-27,2024 Copa América GS,Panama,2-1,United States,"Atlanta, United States"
2024-07-01,2024 Copa América GS,Bolivia,1-3,Panama,"Orlando, United States"
2024-11-14,2024–25 Nations League QF,Costa Rica,0-1,Panama,"San José, Costa Rica"
2024-11-18,2024–25 Nations League QF,Panama,2-2,Costa Rica,"Panama City, Panama"
2025-02-08,Friendly,Chile,6-1,Panama,"Santiago, Chile"
2025-06-07,2026 World Cup qualification,Belize,0-2,Panama,"Belmopan, Belize"
2025-06-10,2026 World Cup qualification,Panama,3-0,Nicaragua,"Panama City, Panama"
2025-06-16,2025 Gold Cup GS,Panama,5-2,Guadeloupe,"Carson, United States"
2025-06-20,2025 Gold Cup GS,Guatemala,0-1,Panama,"Austin, United States"
2025-06-24,2025 Gold Cup GS,Panama,4-1,Jamaica,"Austin, United States"
2025-06-28,2025 Gold Cup QF,Panama,1-1,Honduras,"Glendale, United States"
